"","Player","Lat","Long","Type"
"11176","Byron Mullens",39.99618,-83.0188,"College"
"11177","Byron Mullens",35.46756,-97.51643,"NBA"
"11178","Byron Mullens",35.22709,-80.84313,"NBA"
"11179","Byron Mullens",34.05223,-118.24368,"NBA"
"11180","Byron Mullens",39.95234,-75.16379,"NBA"
"11193","Byron Scott",41.2471,-112.1316,"Birth"
"11194","Byron Scott",33.9582,-118.3614,"High School"
"11195","Byron Scott",32.23188,-110.95347,"College"
"11196","Byron Scott",34.05223,-118.24368,"NBA"
"11197","Byron Scott",39.76838,-86.15804,"NBA"
"11198","Byron Scott",49.24966,-123.11934,"NBA"
"11199","Byron Scott",34.05223,-118.24368,"NBA"
"11212","C.J. Kupec",41.7091,-87.7596,"Birth"
"11213","C.J. Kupec",41.7091,-87.7596,"High School"
"11214","C.J. Kupec",42.84031,-84.47982,"College"
"11215","C.J. Kupec",34.05223,-118.24368,"NBA"
"11216","C.J. Kupec",29.76328,-95.36327,"NBA"
"11231","C.J. McCollum",40.7901,-81.4331,"Birth"
"11232","C.J. McCollum",40.7901,-81.4331,"High School"
"11233","C.J. McCollum",40.53816,-75.37685,"College"
"11234","C.J. McCollum",45.52345,-122.67621,"NBA"
"11250","C.J. Miles",32.7825,-96.8207,"Birth"
"11251","C.J. Miles",32.7825,-96.8207,"High School"
"11253","C.J. Miles",40.76078,-111.89105,"NBA"
"11254","C.J. Miles",41.4995,-81.69541,"NBA"
"11269","C.J. Watson",36.11,-115.2118,"Birth"
"11270","C.J. Watson",36.11,-115.2118,"High School"
"11271","C.J. Watson",36.14811,-86.80305,"College"
"11272","C.J. Watson",37.80437,-122.2708,"NBA"
"11273","C.J. Watson",41.85003,-87.65005,"NBA"
"11274","C.J. Watson",40.71427,-74.00597,"NBA"
"11275","C.J. Watson",39.76838,-86.15804,"NBA"
"11288","Cal Bowdler",37.824,-76.7008,"Birth"
"11289","Cal Bowdler",38.0002,-76.7717,"High School"
"11290","Cal Bowdler",37.78791,-79.44282,"College"
"11291","Cal Bowdler",33.749,-84.38798,"NBA"
"11309","Cal Christensen",41.66199,-83.61438,"College"
"11310","Cal Christensen",41.5067,-90.51513,"NBA"
"11311","Cal Christensen",43.0389,-87.90647,"NBA"
"11312","Cal Christensen",43.15478,-77.61556,"NBA"
"11326","Cal Ramsey",32.5237,-87.0965,"Birth"
"11327","Cal Ramsey",40.8424,-73.8556,"High School"
"11328","Cal Ramsey",40.72871,-73.99597,"College"
"11329","Cal Ramsey",38.62727,-90.19789,"NBA"
"11330","Cal Ramsey",40.71427,-74.00597,"NBA"
"11331","Cal Ramsey",43.04812,-76.14742,"NBA"
"11345","Calbert Cheaney",37.9708,-87.4897,"Birth"
"11346","Calbert Cheaney",37.9708,-87.4897,"High School"
"11347","Calbert Cheaney",40.41226,-86.93668,"College"
"11348","Calbert Cheaney",38.89511,-77.03637,"NBA"
"11349","Calbert Cheaney",38.89511,-77.03637,"NBA"
"11350","Calbert Cheaney",42.35843,-71.05977,"NBA"
"11351","Calbert Cheaney",39.73915,-104.9847,"NBA"
"11352","Calbert Cheaney",40.76078,-111.89105,"NBA"
"11353","Calbert Cheaney",37.80437,-122.2708,"NBA"
"11364","Caldwell Jones",33.6256,-91.3944,"Birth"
"11366","Caldwell Jones",41.31192,-105.57638,"College"
"11367","Caldwell Jones",32.71533,-117.15726,"NBA"
"11368","Caldwell Jones",32.71533,-117.15726,"NBA"
"11369","Caldwell Jones",38.25424,-85.75941,"NBA"
"11370","Caldwell Jones",38.62727,-90.19789,"NBA"
"11371","Caldwell Jones",39.95234,-75.16379,"NBA"
"11372","Caldwell Jones",29.76328,-95.36327,"NBA"
"11373","Caldwell Jones",41.85003,-87.65005,"NBA"
"11374","Caldwell Jones",45.52345,-122.67621,"NBA"
"11375","Caldwell Jones",29.42412,-98.49363,"NBA"
"11383","Calvin Booth",39.9548,-82.7693,"Birth"
"11384","Calvin Booth",39.9548,-82.7693,"High School"
"11385","Calvin Booth",39.95095,-75.19351,"College"
"11386","Calvin Booth",38.89511,-77.03637,"NBA"
"11387","Calvin Booth",38.89511,-77.03637,"NBA"
"11388","Calvin Booth",32.78306,-96.80667,"NBA"
"11389","Calvin Booth",47.60621,-122.33207,"NBA"
"11390","Calvin Booth",32.78306,-96.80667,"NBA"
"11391","Calvin Booth",43.0389,-87.90647,"NBA"
"11392","Calvin Booth",38.89511,-77.03637,"NBA"
"11393","Calvin Booth",39.95234,-75.16379,"NBA"
"11394","Calvin Booth",44.97997,-93.26384,"NBA"
"11395","Calvin Booth",38.58157,-121.4944,"NBA"
"11402","Calvin Fowler",40.4495,-79.988,"Birth"
"11403","Calvin Fowler",40.4495,-79.988,"High School"
"11404","Calvin Fowler",41.53309,-88.09728,"College"
"11405","Calvin Fowler",36.07264,-79.79198,"NBA"
"11421","Calvin Garrett",35.6884,-88.1098,"Birth"
"11422","Calvin Garrett",36.1473,-86.777,"High School"
"11423","Calvin Garrett",36.0507,-95.95422,"College"
"11424","Calvin Garrett",29.76328,-95.36327,"NBA"
"11425","Calvin Garrett",34.05223,-118.24368,"NBA"
"11441","Calvin Graham",40.8424,-73.8556,"High School"
"11442","Calvin Graham",42.12784,-80.087,"College"
"11443","Calvin Graham",40.44062,-79.99589,"NBA"
"11459","Calvin Murphy",41.1003,-73.3983,"Birth"
"11460","Calvin Murphy",41.1003,-73.3983,"High School"
"11461","Calvin Murphy",43.13867,-79.03893,"College"
"11462","Calvin Murphy",32.71533,-117.15726,"NBA"
"11463","Calvin Murphy",29.76328,-95.36327,"NBA"
"11478","Calvin Natt",32.5206,-92.1066,"Birth"
"11479","Calvin Natt",32.8323,-91.8968,"High School"
"11480","Calvin Natt",32.52771,-92.07449,"College"
"11481","Calvin Natt",40.83399,-74.09709,"NBA"
"11482","Calvin Natt",45.52345,-122.67621,"NBA"
"11483","Calvin Natt",39.73915,-104.9847,"NBA"
"11484","Calvin Natt",29.42412,-98.49363,"NBA"
"11485","Calvin Natt",39.76838,-86.15804,"NBA"
"11497","Campy Russell",35.5752,-88.8586,"Birth"
"11498","Campy Russell",42.644,-83.2796,"High School"
"11499","Campy Russell",42.84031,-84.47982,"College"
"11500","Campy Russell",41.4995,-81.69541,"NBA"
"11501","Campy Russell",40.71427,-74.00597,"NBA"
"11502","Campy Russell",41.4995,-81.69541,"NBA"
"11516","Carey Scurry",40.8424,-73.8556,"Birth"
"11517","Carey Scurry",40.8424,-73.8556,"High School"
"11518","Carey Scurry",40.69061,-73.99764,"College"
"11519","Carey Scurry",40.76078,-111.89105,"NBA"
"11520","Carey Scurry",40.71427,-74.00597,"NBA"
"11535","Carl Bailey",33.4468,-86.7404,"Birth"
"11536","Carl Bailey",33.4468,-86.7404,"High School"
"11537","Carl Bailey",32.42403,-85.69162,"College"
"11538","Carl Bailey",45.52345,-122.67621,"NBA"
"11554","Carl Braun",40.8424,-73.8556,"Birth"
"11555","Carl Braun",40.7276,-73.6344,"High School"
"11556","Carl Braun",42.81729,-75.53573,"College"
"11557","Carl Braun",40.71427,-74.00597,"NBA"
"11558","Carl Braun",42.35843,-71.05977,"NBA"
"11573","Carl Fuller",29.8958,-81.3117,"Birth"
"11574","Carl Fuller",30.0312,-81.4054,"High School"
"11575","Carl Fuller",29.21026,-81.03506,"College"
"11576","Carl Fuller",25.77427,-80.19366,"NBA"
"11592","Carl Henry",34.686,-99.8602,"Birth"
"11593","Carl Henry",35.5798,-97.5731,"High School"
"11594","Carl Henry",38.8134,-97.60949,"College"
"11595","Carl Henry",38.58157,-121.4944,"NBA"
"11611","Carl Herrera",37.2242,-104.3727,"Birth"
"11612","Carl Herrera",10.5,-66.9167,"High School"
"11613","Carl Herrera",29.72081,-95.34335,"College"
"11614","Carl Herrera",29.76328,-95.36327,"NBA"
"11615","Carl Herrera",29.42412,-98.49363,"NBA"
"11616","Carl Herrera",49.24966,-123.11934,"NBA"
"11617","Carl Herrera",39.73915,-104.9847,"NBA"
"11630","Carl Kilpatrick",32.8323,-91.8968,"Birth"
"11631","Carl Kilpatrick",32.8323,-91.8968,"High School"
"11632","Carl Kilpatrick",32.52771,-92.07449,"College"
"11633","Carl Kilpatrick",40.76078,-111.89105,"NBA"
"11649","Carl Landry",43.0434,-87.8945,"Birth"
"11650","Carl Landry",43.0434,-87.8945,"High School"
"11651","Carl Landry",40.42809,-86.92251,"College"
"11652","Carl Landry",29.76328,-95.36327,"NBA"
"11653","Carl Landry",38.58157,-121.4944,"NBA"
"11654","Carl Landry",38.58157,-121.4944,"NBA"
"11655","Carl Landry",29.95465,-90.07507,"NBA"
"11656","Carl Landry",37.80437,-122.2708,"NBA"
"11657","Carl Landry",38.58157,-121.4944,"NBA"
"11669","Carl McNulty",39.791,-86.148,"High School"
"11670","Carl McNulty",40.42809,-86.92251,"College"
"11671","Carl McNulty",43.0389,-87.90647,"NBA"
"11689","Carl Meinhold",40.69061,-73.99764,"College"
"11690","Carl Meinhold",39.29038,-76.61219,"NBA"
"11691","Carl Meinhold",41.85003,-87.65005,"NBA"
"11692","Carl Meinhold",41.82399,-71.41283,"NBA"
"11706","Carl Nicks",41.9288,-87.6315,"Birth"
"11707","Carl Nicks",41.9288,-87.6315,"High School"
"11708","Carl Nicks",40.41226,-86.93668,"College"
"11709","Carl Nicks",39.73915,-104.9847,"NBA"
"11710","Carl Nicks",40.76078,-111.89105,"NBA"
"11711","Carl Nicks",41.4995,-81.69541,"NBA"
"11725","Carl Shaeffer",40.5854,-86.5975,"Birth"
"11727","Carl Shaeffer",33.20944,-87.54149,"College"
"11728","Carl Shaeffer",39.76838,-86.15804,"NBA"
"11744","Carl Thomas",39.833,-84.2177,"Birth"
"11745","Carl Thomas",42.7422,-84.5255,"High School"
"11746","Carl Thomas",42.24698,-83.62272,"College"
"11747","Carl Thomas",38.58157,-121.4944,"NBA"
"11748","Carl Thomas",41.4995,-81.69541,"NBA"
"11749","Carl Thomas",37.80437,-122.2708,"NBA"
"11750","Carl Thomas",28.53834,-81.37924,"NBA"
"11751","Carl Thomas",41.4995,-81.69541,"NBA"
"11763","Carldell Johnson",29.9589,-90.1568,"Birth"
"11764","Carldell Johnson",29.9589,-90.1568,"High School"
"11765","Carldell Johnson",33.50483,-86.79999,"College"
"11766","Carldell Johnson",29.95465,-90.07507,"NBA"
"11782","Carlos Arroyo",18.3278,-65.6837,"Birth"
"11783","Carlos Arroyo",18.3278,-65.6837,"High School"
"11784","Carlos Arroyo",25.75427,-80.382,"College"
"11785","Carlos Arroyo",43.70011,-79.4163,"NBA"
"11786","Carlos Arroyo",39.73915,-104.9847,"NBA"
"11787","Carlos Arroyo",40.76078,-111.89105,"NBA"
"11788","Carlos Arroyo",42.33143,-83.04575,"NBA"
"11789","Carlos Arroyo",42.33143,-83.04575,"NBA"
"11790","Carlos Arroyo",28.53834,-81.37924,"NBA"
"11791","Carlos Arroyo",25.77427,-80.19366,"NBA"
"11792","Carlos Arroyo",25.77427,-80.19366,"NBA"
"11793","Carlos Arroyo",42.35843,-71.05977,"NBA"
"11801","Carlos Boozer",49.9739,9.1492,"Birth"
"11802","Carlos Boozer",58.3019,-134.4197,"High School"
"11803","Carlos Boozer",36.00153,-78.94001,"College"
"11804","Carlos Boozer",41.4995,-81.69541,"NBA"
"11805","Carlos Boozer",40.76078,-111.89105,"NBA"
"11806","Carlos Boozer",41.85003,-87.65005,"NBA"
"11820","Carlos Clark",35.2569,-89.3747,"Birth"
"11821","Carlos Clark",35.2569,-89.3747,"High School"
"11822","Carlos Clark",34.38238,-89.53988,"College"
"11823","Carlos Clark",42.35843,-71.05977,"NBA"
"11839","Carlos Delfino",35.7847,-105.8749,"Birth"
"11842","Carlos Delfino",42.33143,-83.04575,"NBA"
"11843","Carlos Delfino",43.70011,-79.4163,"NBA"
"11844","Carlos Delfino",43.0389,-87.90647,"NBA"
"11845","Carlos Delfino",29.76328,-95.36327,"NBA"
"11858","Carlos Rogers",42.3679,-83.1386,"Birth"
"11859","Carlos Rogers",42.3679,-83.1386,"High School"
"11860","Carlos Rogers",36.14811,-86.80305,"College"
"11861","Carlos Rogers",37.80437,-122.2708,"NBA"
"11862","Carlos Rogers",43.70011,-79.4163,"NBA"
"11863","Carlos Rogers",45.52345,-122.67621,"NBA"
"11864","Carlos Rogers",29.76328,-95.36327,"NBA"
"11865","Carlos Rogers",39.76838,-86.15804,"NBA"
"11877","Carlos Terry",35.8738,-80.3333,"Birth"
"11878","Carlos Terry",35.8738,-80.3333,"High School"
"11879","Carlos Terry",36.0918,-80.22616,"College"
"11880","Carlos Terry",38.89511,-77.03637,"NBA"
"11896","Carlton McKinney",32.9014,-117.2079,"Birth"
"11897","Carlton McKinney",29.2739,-97.7557,"High School"
"11898","Carlton McKinney",32.8379,-96.78306,"College"
"11899","Carlton McKinney",34.05223,-118.24368,"NBA"
"11900","Carlton McKinney",40.71427,-74.00597,"NBA"
"11915","Carmelo Anthony",40.8424,-73.8556,"Birth"
"11916","Carmelo Anthony",36.5894,-81.3364,"High School"
"11917","Carmelo Anthony",43.03784,-76.13465,"College"
"11918","Carmelo Anthony",39.73915,-104.9847,"NBA"
"11919","Carmelo Anthony",40.71427,-74.00597,"NBA"
"11934","Caron Butler",42.6929,-87.8043,"Birth"
"11935","Caron Butler",44.7695,-69.4283,"High School"
"11936","Caron Butler",41.31121,-72.92649,"College"
"11937","Caron Butler",25.77427,-80.19366,"NBA"
"11938","Caron Butler",34.05223,-118.24368,"NBA"
"11939","Caron Butler",38.89511,-77.03637,"NBA"
"11940","Caron Butler",32.78306,-96.80667,"NBA"
"11941","Caron Butler",34.05223,-118.24368,"NBA"
"11942","Caron Butler",43.0389,-87.90647,"NBA"
"11943","Caron Butler",35.46756,-97.51643,"NBA"
"11953","Carrick Felix",36.08,-115.1522,"Birth"
"11954","Carrick Felix",33.3776,-112.3874,"High School"
"11955","Carrick Felix",32.23188,-110.95347,"College"
"11956","Carrick Felix",41.4995,-81.69541,"NBA"
"11972","Carroll Hooser",32.7825,-96.8207,"Birth"
"11973","Carroll Hooser",32.9722,-96.7376,"High School"
"11974","Carroll Hooser",32.8379,-96.78306,"College"
"11975","Carroll Hooser",32.78306,-96.80667,"NBA"
"11991","Cartier Martin",31.2836,-95.4827,"Birth"
"11992","Cartier Martin",29.8688,-95.538,"High School"
"11993","Cartier Martin",38.8134,-97.60949,"College"
"11994","Cartier Martin",35.22709,-80.84313,"NBA"
"11995","Cartier Martin",37.80437,-122.2708,"NBA"
"11996","Cartier Martin",38.89511,-77.03637,"NBA"
"11997","Cartier Martin",41.85003,-87.65005,"NBA"
"11998","Cartier Martin",33.749,-84.38798,"NBA"
"12010","Casey Jacobsen",34.1189,-117.8507,"Birth"
"12011","Casey Jacobsen",34.1189,-117.8507,"High School"
"12012","Casey Jacobsen",37.42716,-122.17024,"College"
"12013","Casey Jacobsen",33.44838,-112.07404,"NBA"
"12014","Casey Jacobsen",29.95465,-90.07507,"NBA"
"12015","Casey Jacobsen",35.14953,-90.04898,"NBA"
"12029","Casey Shaw",39.4543,-84.2258,"Birth"
"12030","Casey Shaw",39.4543,-84.2258,"High School"
"12031","Casey Shaw",41.66199,-83.61438,"College"
"12032","Casey Shaw",39.95234,-75.16379,"NBA"
"12049","Casper Ware",33.8661,-118.0528,"High School"
"12050","Casper Ware",33.78349,-118.11397,"College"
"12051","Casper Ware",39.95234,-75.16379,"NBA"
"12067","Cazzie Russell",41.9288,-87.6315,"Birth"
"12068","Cazzie Russell",41.9288,-87.6315,"High School"
"12069","Cazzie Russell",42.84031,-84.47982,"College"
"12070","Cazzie Russell",40.71427,-74.00597,"NBA"
"12071","Cazzie Russell",37.80437,-122.2708,"NBA"
"12072","Cazzie Russell",34.05223,-118.24368,"NBA"
"12073","Cazzie Russell",41.85003,-87.65005,"NBA"
"12088","Cecil Hankins",35.19804,-97.44459,"College"
"12089","Cecil Hankins",38.62727,-90.19789,"NBA"
"12090","Cecil Hankins",42.35843,-71.05977,"NBA"
"12105","Cedric Ball",42.2618,-71.8028,"Birth"
"12106","Cedric Ball",42.2618,-71.8028,"High School"
"12107","Cedric Ball",35.22709,-80.84313,"College"
"12108","Cedric Ball",34.05223,-118.24368,"NBA"
"12124","Cedric Bozeman",34.0396,-118.2661,"Birth"
"12125","Cedric Bozeman",33.7633,-117.7942,"High School"
"12126","Cedric Bozeman",34.02051,-118.28563,"College"
"12127","Cedric Bozeman",33.749,-84.38798,"NBA"
"12143","Cedric Ceballos",20.8,-156.3333,"Birth"
"12144","Cedric Ceballos",33.8748,-118.2406,"High School"
"12145","Cedric Ceballos",33.8781,-117.8824,"College"
"12146","Cedric Ceballos",33.44838,-112.07404,"NBA"
"12147","Cedric Ceballos",34.05223,-118.24368,"NBA"
"12148","Cedric Ceballos",33.44838,-112.07404,"NBA"
"12149","Cedric Ceballos",33.44838,-112.07404,"NBA"
"12150","Cedric Ceballos",32.78306,-96.80667,"NBA"
"12151","Cedric Ceballos",42.33143,-83.04575,"NBA"
"12152","Cedric Ceballos",25.77427,-80.19366,"NBA"
"12162","Cedric Henderson",35.185,-90.0936,"Birth"
"12163","Cedric Henderson",35.185,-90.0936,"High School"
"12164","Cedric Henderson",35.1187,-89.93731,"College"
"12165","Cedric Henderson",41.4995,-81.69541,"NBA"
"12166","Cedric Henderson",37.80437,-122.2708,"NBA"
"12181","Cedric Henderson",34.0017,-84.471,"Birth"
"12182","Cedric Henderson",34.0017,-84.471,"High School"
"12183","Cedric Henderson",33.95206,-83.37394,"College"
"12184","Cedric Henderson",33.749,-84.38798,"NBA"
"12185","Cedric Henderson",43.0389,-87.90647,"NBA"
"12200","Cedric Hunter",41.2079,-96.1183,"Birth"
"12201","Cedric Hunter",41.2079,-96.1183,"High School"
"12202","Cedric Hunter",38.8134,-97.60949,"College"
"12203","Cedric Hunter",35.22709,-80.84313,"NBA"
"12219","Cedric Jackson",32.8426,-105.9891,"Birth"
"12220","Cedric Jackson",40.0761,-74.6948,"High School"
"12221","Cedric Jackson",35.19804,-97.44459,"College"
"12222","Cedric Jackson",41.4995,-81.69541,"NBA"
"12223","Cedric Jackson",29.42412,-98.49363,"NBA"
"12224","Cedric Jackson",38.89511,-77.03637,"NBA"
"12238","Cedric Lewis",38.8749,-77.0325,"Birth"
"12239","Cedric Lewis",38.8749,-77.0325,"High School"
"12240","Cedric Lewis",39.32898,-76.62057,"College"
"12241","Cedric Lewis",38.89511,-77.03637,"NBA"
"12257","Cedric Maxwell",35.2375,-77.6151,"Birth"
"12258","Cedric Maxwell",35.2375,-77.6151,"High School"
"12259","Cedric Maxwell",35.22709,-80.84313,"College"
"12260","Cedric Maxwell",42.35843,-71.05977,"NBA"
"12261","Cedric Maxwell",34.05223,-118.24368,"NBA"
"12262","Cedric Maxwell",34.05223,-118.24368,"NBA"
"12263","Cedric Maxwell",29.76328,-95.36327,"NBA"
"12276","Cedric Simmons",33.9814,-78.4121,"Birth"
"12277","Cedric Simmons",33.9814,-78.4121,"High School"
"12278","Cedric Simmons",36.00153,-78.94001,"College"
"12279","Cedric Simmons",29.95465,-90.07507,"NBA"
"12280","Cedric Simmons",41.4995,-81.69541,"NBA"
"12281","Cedric Simmons",41.85003,-87.65005,"NBA"
"12282","Cedric Simmons",41.85003,-87.65005,"NBA"
"12283","Cedric Simmons",38.58157,-121.4944,"NBA"
"12295","Cedrick Hordges",32.3934,-86.3222,"Birth"
"12296","Cedrick Hordges",32.3934,-86.3222,"High School"
"12297","Cedrick Hordges",33.7938,-79.0132,"College"
"12298","Cedrick Hordges",39.73915,-104.9847,"NBA"
"12314","Cezary Trybanski",34.986,-78.0524,"Birth"
"12317","Cezary Trybanski",35.14953,-90.04898,"NBA"
"12318","Cezary Trybanski",33.44838,-112.07404,"NBA"
"12319","Cezary Trybanski",40.71427,-74.00597,"NBA"
"12333","Chad Gallagher",42.3423,-89.0816,"Birth"
"12334","Chad Gallagher",42.3423,-89.0816,"High School"
"12335","Chad Gallagher",41.26528,-95.94751,"College"
"12336","Chad Gallagher",40.76078,-111.89105,"NBA"
"12352","Chad Kinch",40.5214,-74.2752,"Birth"
"12353","Chad Kinch",40.5214,-74.2752,"High School"
"12354","Chad Kinch",35.22709,-80.84313,"College"
"12355","Chad Kinch",41.4995,-81.69541,"NBA"
"12356","Chad Kinch",32.78306,-96.80667,"NBA"
"12371","Chandler Parsons",28.6616,-81.312,"Birth"
"12372","Chandler Parsons",28.6079,-81.3055,"High School"
"12373","Chandler Parsons",28.0692,-82.43609,"College"
"12374","Chandler Parsons",29.76328,-95.36327,"NBA"
"12390","Channing Frye",41.0291,-73.758,"Birth"
"12391","Channing Frye",33.5586,-112.0955,"High School"
"12392","Channing Frye",32.23188,-110.95347,"College"
"12393","Channing Frye",40.71427,-74.00597,"NBA"
"12394","Channing Frye",45.52345,-122.67621,"NBA"
"12395","Channing Frye",33.44838,-112.07404,"NBA"
"12409","Charles Barkley",33.5147,-86.5532,"Birth"
"12410","Charles Barkley",33.5147,-86.5532,"High School"
"12411","Charles Barkley",32.60208,-85.48495,"College"
"12412","Charles Barkley",39.95234,-75.16379,"NBA"
"12413","Charles Barkley",33.44838,-112.07404,"NBA"
"12414","Charles Barkley",29.76328,-95.36327,"NBA"
"12428","Charles Beasley",35.3143,-96.966,"Birth"
"12429","Charles Beasley",32.6188,-93.8852,"High School"
"12430","Charles Beasley",32.8379,-96.78306,"College"
"12431","Charles Beasley",32.78306,-96.80667,"NBA"
"12432","Charles Beasley",32.78306,-96.80667,"NBA"
"12433","Charles Beasley",25.77427,-80.19366,"NBA"
"12447","Charles Bradley",39.5564,-76.1242,"Birth"
"12448","Charles Bradley",39.4329,-76.2931,"High School"
"12449","Charles Bradley",41.31192,-105.57638,"College"
"12450","Charles Bradley",42.35843,-71.05977,"NBA"
"12451","Charles Bradley",47.60621,-122.33207,"NBA"
"12467","Charles Claxton",25.9388,-80.2144,"High School"
"12468","Charles Claxton",33.95206,-83.37394,"College"
"12469","Charles Claxton",42.35843,-71.05977,"NBA"
"12485","Charles Davis",36.1473,-86.777,"Birth"
"12486","Charles Davis",36.1473,-86.777,"High School"
"12487","Charles Davis",36.14811,-86.80305,"College"
"12488","Charles Davis",38.89511,-77.03637,"NBA"
"12489","Charles Davis",43.0389,-87.90647,"NBA"
"12490","Charles Davis",29.42412,-98.49363,"NBA"
"12491","Charles Davis",41.85003,-87.65005,"NBA"
"12504","Charles Dudley",40.2762,-76.7889,"Birth"
"12505","Charles Dudley",40.2762,-76.7889,"High School"
"12506","Charles Dudley",38.9515,-77.08998,"College"
"12507","Charles Dudley",47.60621,-122.33207,"NBA"
"12508","Charles Dudley",37.80437,-122.2708,"NBA"
"12509","Charles Dudley",41.85003,-87.65005,"NBA"
"12523","Charles Edge",42.3978,-83.0572,"Birth"
"12524","Charles Edge",42.3679,-83.1386,"High School"
"12525","Charles Edge",35.14953,-90.04898,"College"
"12526","Charles Edge",35.14953,-90.04898,"NBA"
"12527","Charles Edge",39.76838,-86.15804,"NBA"
"12544","Charles Hentz",34.24232,-92.01958,"College"
"12545","Charles Hentz",40.44062,-79.99589,"NBA"
"12561","Charles Jenkins",40.8424,-73.8556,"Birth"
"12562","Charles Jenkins",40.8424,-73.8556,"High School"
"12563","Charles Jenkins",40.71455,-73.60068,"College"
"12564","Charles Jenkins",37.80437,-122.2708,"NBA"
"12565","Charles Jenkins",37.80437,-122.2708,"NBA"
"12566","Charles Jenkins",39.95234,-75.16379,"NBA"
"12580","Charles Johnson",27.7479,-97.4435,"Birth"
"12581","Charles Johnson",37.4914,-122.211,"High School"
"12582","Charles Johnson",38.53232,-121.78855,"College"
"12583","Charles Johnson",37.80437,-122.2708,"NBA"
"12584","Charles Johnson",38.89511,-77.03637,"NBA"
"12599","Charles Jones",32.8322,-88.4981,"Birth"
"12600","Charles Jones",32.8322,-88.4981,"High School"
"12601","Charles Jones",38.21507,-85.75913,"College"
"12602","Charles Jones",33.44838,-112.07404,"NBA"
"12603","Charles Jones",45.52345,-122.67621,"NBA"
"12604","Charles Jones",38.89511,-77.03637,"NBA"
"12618","Charles Jones",33.6256,-91.3944,"Birth"
"12620","Charles Jones",41.31192,-105.57638,"College"
"12621","Charles Jones",39.95234,-75.16379,"NBA"
"12622","Charles Jones",41.85003,-87.65005,"NBA"
"12623","Charles Jones",38.89511,-77.03637,"NBA"
"12624","Charles Jones",42.33143,-83.04575,"NBA"
"12625","Charles Jones",29.76328,-95.36327,"NBA"
"12637","Charles Jones",40.8424,-73.8556,"Birth"
"12638","Charles Jones",40.8424,-73.8556,"High School"
"12639","Charles Jones",40.69061,-73.99764,"College"
"12640","Charles Jones",41.85003,-87.65005,"NBA"
"12641","Charles Jones",34.05223,-118.24368,"NBA"
"12656","Charles Jordan",39.793,-86.2853,"Birth"
"12657","Charles Jordan",39.793,-86.2853,"High School"
"12658","Charles Jordan",42.92534,-78.85254,"College"
"12659","Charles Jordan",39.76838,-86.15804,"NBA"
"12675","Charles O'Bannon",33.888,-118.1304,"Birth"
"12676","Charles O'Bannon",33.8446,-118.1465,"High School"
"12677","Charles O'Bannon",34.02051,-118.28563,"College"
"12678","Charles O'Bannon",42.33143,-83.04575,"NBA"
"12694","Charles Oakley",41.4379,-81.5366,"Birth"
"12695","Charles Oakley",41.4379,-81.5366,"High School"
"12696","Charles Oakley",37.56196,-77.45039,"College"
"12697","Charles Oakley",41.85003,-87.65005,"NBA"
"12698","Charles Oakley",40.71427,-74.00597,"NBA"
"12699","Charles Oakley",43.70011,-79.4163,"NBA"
"12700","Charles Oakley",41.85003,-87.65005,"NBA"
"12701","Charles Oakley",38.89511,-77.03637,"NBA"
"12702","Charles Oakley",29.76328,-95.36327,"NBA"
"12715","Charles Parks",46.72572,-117.01128,"College"
"12716","Charles Parks",39.73915,-104.9847,"NBA"
"12732","Charles Pittman",35.9216,-77.7315,"Birth"
"12733","Charles Pittman",35.9216,-77.7315,"High School"
"12734","Charles Pittman",39.32898,-76.62057,"College"
"12735","Charles Pittman",33.44838,-112.07404,"NBA"
"12751","Charles Shackleford",35.2375,-77.6151,"Birth"
"12752","Charles Shackleford",35.2375,-77.6151,"High School"
"12753","Charles Shackleford",36.00153,-78.94001,"College"
"12754","Charles Shackleford",40.83399,-74.09709,"NBA"
"12755","Charles Shackleford",39.95234,-75.16379,"NBA"
"12756","Charles Shackleford",44.97997,-93.26384,"NBA"
"12757","Charles Shackleford",35.22709,-80.84313,"NBA"
"12770","Charles Smith",32.7257,-97.3214,"Birth"
"12771","Charles Smith",32.7257,-97.3214,"High School"
"12772","Charles Smith",32.28343,-106.75334,"College"
"12773","Charles Smith",25.77427,-80.19366,"NBA"
"12774","Charles Smith",34.05223,-118.24368,"NBA"
"12775","Charles Smith",29.42412,-98.49363,"NBA"
"12776","Charles Smith",45.52345,-122.67621,"NBA"
"12777","Charles Smith",45.52345,-122.67621,"NBA"
"12778","Charles Smith",39.73915,-104.9847,"NBA"
"12789","Charles Smith",38.8749,-77.0325,"Birth"
"12790","Charles Smith",38.8749,-77.0325,"High School"
"12791","Charles Smith",38.90727,-77.07258,"College"
"12792","Charles Smith",42.35843,-71.05977,"NBA"
"12793","Charles Smith",44.97997,-93.26384,"NBA"
"12808","Charles Smith",41.1723,-73.2014,"Birth"
"12809","Charles Smith",41.1723,-73.2014,"High School"
"12810","Charles Smith",40.44285,-79.95922,"College"
"12811","Charles Smith",34.05223,-118.24368,"NBA"
"12812","Charles Smith",40.71427,-74.00597,"NBA"
"12813","Charles Smith",29.42412,-98.49363,"NBA"
"12827","Charles Thomas",39.833,-84.2177,"Birth"
"12828","Charles Thomas",42.7422,-84.5255,"High School"
"12829","Charles Thomas",42.24698,-83.62272,"College"
"12830","Charles Thomas",42.33143,-83.04575,"NBA"
