"","Player","Lat","Long","Type"
"1","",0,0,""
"2","A.C. Green",45.4691,-122.5535,"Birth"
"3","A.C. Green",45.4691,-122.5535,"High School"
"4","A.C. Green",44.04598,-123.07046,"College"
"5","A.C. Green",34.05223,-118.24368,"NBA"
"6","A.C. Green",33.44838,-112.07404,"NBA"
"7","A.C. Green",32.78306,-96.80667,"NBA"
"8","A.C. Green",34.05223,-118.24368,"NBA"
"9","A.C. Green",25.77427,-80.19366,"NBA"
"21","A.J. Bramlett",41.8963,-88.7442,"Birth"
"22","A.J. Bramlett",35.0441,-106.8904,"High School"
"23","A.J. Bramlett",32.23188,-110.95347,"College"
"24","A.J. Bramlett",41.4995,-81.69541,"NBA"
"40","A.J. English",39.7976,-75.5392,"Birth"
"41","A.J. English",39.7976,-75.5392,"High School"
"42","A.J. English",37.56196,-77.45039,"College"
"43","A.J. English",38.89511,-77.03637,"NBA"
"59","A.J. Guyton",40.6999,-89.5951,"Birth"
"60","A.J. Guyton",40.6999,-89.5951,"High School"
"61","A.J. Guyton",40.41226,-86.93668,"College"
"62","A.J. Guyton",41.85003,-87.65005,"NBA"
"63","A.J. Guyton",37.80437,-122.2708,"NBA"
"78","A.J. Price",40.7709,-74.2369,"Birth"
"79","A.J. Price",40.6862,-73.4123,"High School"
"80","A.J. Price",41.31121,-72.92649,"College"
"81","A.J. Price",39.76838,-86.15804,"NBA"
"82","A.J. Price",38.89511,-77.03637,"NBA"
"83","A.J. Price",44.97997,-93.26384,"NBA"
"97","A.J. Wynder",40.8424,-73.8556,"Birth"
"98","A.J. Wynder",40.6659,-73.6395,"High School"
"99","A.J. Wynder",41.16065,-73.25761,"College"
"100","A.J. Wynder",42.35843,-71.05977,"NBA"
"118","A.W. Holt",42.18556,-122.69306,"College"
"119","A.W. Holt",41.85003,-87.65005,"NBA"
"135","Aaron Brooks",47.6026,-122.3284,"Birth"
"136","Aaron Brooks",47.6026,-122.3284,"High School"
"137","Aaron Brooks",44.04598,-123.07046,"College"
"138","Aaron Brooks",29.76328,-95.36327,"NBA"
"139","Aaron Brooks",33.44838,-112.07404,"NBA"
"140","Aaron Brooks",38.58157,-121.4944,"NBA"
"141","Aaron Brooks",29.76328,-95.36327,"NBA"
"142","Aaron Brooks",29.76328,-95.36327,"NBA"
"143","Aaron Brooks",39.73915,-104.9847,"NBA"
"154","Aaron Gray",34.1553,-118.5476,"Birth"
"155","Aaron Gray",40.5189,-75.5013,"High School"
"156","Aaron Gray",40.44285,-79.95922,"College"
"157","Aaron Gray",41.85003,-87.65005,"NBA"
"158","Aaron Gray",29.95465,-90.07507,"NBA"
"159","Aaron Gray",43.70011,-79.4163,"NBA"
"160","Aaron Gray",38.58157,-121.4944,"NBA"
"173","Aaron James",29.9589,-90.1568,"Birth"
"174","Aaron James",29.9589,-90.1568,"High School"
"175","Aaron James",32.52425,-92.71599,"College"
"176","Aaron James",29.95465,-90.07507,"NBA"
"192","Aaron McKie",39.9524,-75.1653,"Birth"
"193","Aaron McKie",39.9524,-75.1653,"High School"
"194","Aaron McKie",39.98095,-75.15296,"College"
"195","Aaron McKie",45.52345,-122.67621,"NBA"
"196","Aaron McKie",42.33143,-83.04575,"NBA"
"197","Aaron McKie",42.33143,-83.04575,"NBA"
"198","Aaron McKie",39.95234,-75.16379,"NBA"
"199","Aaron McKie",34.05223,-118.24368,"NBA"
"211","Aaron Miles",45.4691,-122.5535,"Birth"
"212","Aaron Miles",45.4691,-122.5535,"High School"
"213","Aaron Miles",38.8134,-97.60949,"College"
"214","Aaron Miles",37.80437,-122.2708,"NBA"
"230","Aaron Swinson",31.1823,-81.4926,"Birth"
"231","Aaron Swinson",31.1823,-81.4926,"High School"
"232","Aaron Swinson",32.60208,-85.48495,"College"
"233","Aaron Swinson",33.44838,-112.07404,"NBA"
"249","Aaron Williams",42.0562,-87.7011,"Birth"
"250","Aaron Williams",42.0678,-88.0185,"High School"
"251","Aaron Williams",39.14978,-84.478,"College"
"252","Aaron Williams",40.76078,-111.89105,"NBA"
"253","Aaron Williams",43.0389,-87.90647,"NBA"
"254","Aaron Williams",39.73915,-104.9847,"NBA"
"255","Aaron Williams",49.24966,-123.11934,"NBA"
"256","Aaron Williams",47.60621,-122.33207,"NBA"
"257","Aaron Williams",38.89511,-77.03637,"NBA"
"258","Aaron Williams",40.83399,-74.09709,"NBA"
"259","Aaron Williams",43.70011,-79.4163,"NBA"
"260","Aaron Williams",43.70011,-79.4163,"NBA"
"261","Aaron Williams",29.95465,-90.07507,"NBA"
"262","Aaron Williams",34.05223,-118.24368,"NBA"
"268","Abdul Jeelani",35.6629,-89.1089,"Birth"
"269","Abdul Jeelani",42.6929,-87.8043,"High School"
"270","Abdul Jeelani",42.6476,-87.85514,"College"
"271","Abdul Jeelani",45.52345,-122.67621,"NBA"
"272","Abdul Jeelani",32.78306,-96.80667,"NBA"
"287","Acie Earl",40.6999,-89.5951,"Birth"
"288","Acie Earl",41.487,-90.4773,"High School"
"289","Acie Earl",41.65502,-91.55684,"College"
"290","Acie Earl",42.35843,-71.05977,"NBA"
"291","Acie Earl",43.70011,-79.4163,"NBA"
"292","Acie Earl",43.70011,-79.4163,"NBA"
"293","Acie Earl",43.0389,-87.90647,"NBA"
"306","Acie Law",32.7825,-96.8207,"Birth"
"307","Acie Law",32.7825,-96.8207,"High School"
"308","Acie Law",30.62798,-96.33441,"College"
"309","Acie Law",33.749,-84.38798,"NBA"
"310","Acie Law",37.80437,-122.2708,"NBA"
"311","Acie Law",35.22709,-80.84313,"NBA"
"312","Acie Law",41.85003,-87.65005,"NBA"
"313","Acie Law",35.14953,-90.04898,"NBA"
"314","Acie Law",37.80437,-122.2708,"NBA"
"325","Adam Harrington",42.6906,-72.5832,"Birth"
"326","Adam Harrington",42.6906,-72.5832,"High School"
"327","Adam Harrington",32.60208,-85.48495,"College"
"328","Adam Harrington",32.78306,-96.80667,"NBA"
"329","Adam Harrington",39.73915,-104.9847,"NBA"
"344","Adam Keefe",33.7011,-117.797,"Birth"
"345","Adam Keefe",33.7011,-117.797,"High School"
"346","Adam Keefe",37.42716,-122.17024,"College"
"347","Adam Keefe",33.749,-84.38798,"NBA"
"348","Adam Keefe",40.76078,-111.89105,"NBA"
"349","Adam Keefe",37.80437,-122.2708,"NBA"
"363","Adam Morrison",47.1294,-104.8734,"Birth"
"364","Adam Morrison",47.6567,-117.3785,"High School"
"365","Adam Morrison",47.66573,-117.40244,"College"
"366","Adam Morrison",35.22709,-80.84313,"NBA"
"367","Adam Morrison",35.22709,-80.84313,"NBA"
"368","Adam Morrison",34.05223,-118.24368,"NBA"
"383","Adonal Foyle",42.8175,-75.5483,"High School"
"384","Adonal Foyle",42.81729,-75.53573,"College"
"385","Adonal Foyle",37.80437,-122.2708,"NBA"
"386","Adonal Foyle",28.53834,-81.37924,"NBA"
"387","Adonal Foyle",28.53834,-81.37924,"NBA"
"388","Adonal Foyle",35.14953,-90.04898,"NBA"
"401","Adonis Jordan",40.8424,-73.8556,"Birth"
"402","Adonis Jordan",34.0396,-118.2661,"High School"
"403","Adonis Jordan",38.8134,-97.60949,"College"
"404","Adonis Jordan",39.73915,-104.9847,"NBA"
"405","Adonis Jordan",43.0389,-87.90647,"NBA"
"420","Adonis Thomas",35.185,-90.0936,"Birth"
"421","Adonis Thomas",35.185,-90.0936,"High School"
"422","Adonis Thomas",35.1187,-89.93731,"College"
"423","Adonis Thomas",28.53834,-81.37924,"NBA"
"424","Adonis Thomas",39.95234,-75.16379,"NBA"
"439","Adrian Branch",38.8749,-77.0325,"Birth"
"440","Adrian Branch",38.9545,-76.9443,"High School"
"441","Adrian Branch",39.32898,-76.62057,"College"
"442","Adrian Branch",34.05223,-118.24368,"NBA"
"443","Adrian Branch",40.83399,-74.09709,"NBA"
"444","Adrian Branch",45.52345,-122.67621,"NBA"
"445","Adrian Branch",44.97997,-93.26384,"NBA"
"458","Adrian Caldwell",31.3081,-96.8931,"Birth"
"459","Adrian Caldwell",27.7479,-97.4435,"High School"
"460","Adrian Caldwell",29.87938,-93.92684,"College"
"461","Adrian Caldwell",29.76328,-95.36327,"NBA"
"462","Adrian Caldwell",39.76838,-86.15804,"NBA"
"463","Adrian Caldwell",40.83399,-74.09709,"NBA"
"464","Adrian Caldwell",39.95234,-75.16379,"NBA"
"465","Adrian Caldwell",32.78306,-96.80667,"NBA"
"477","Adrian Dantley",38.8749,-77.0325,"Birth"
"478","Adrian Dantley",38.9545,-76.9443,"High School"
"479","Adrian Dantley",41.7031,-86.23917,"College"
"480","Adrian Dantley",42.88645,-78.87837,"NBA"
"481","Adrian Dantley",39.76838,-86.15804,"NBA"
"482","Adrian Dantley",34.05223,-118.24368,"NBA"
"483","Adrian Dantley",40.76078,-111.89105,"NBA"
"484","Adrian Dantley",42.33143,-83.04575,"NBA"
"485","Adrian Dantley",32.78306,-96.80667,"NBA"
"486","Adrian Dantley",43.0389,-87.90647,"NBA"
"496","Adrian Griffin",37.7083,-97.2251,"Birth"
"497","Adrian Griffin",37.7083,-97.2251,"High School"
"498","Adrian Griffin",40.7426,-74.24737,"College"
"499","Adrian Griffin",42.35843,-71.05977,"NBA"
"500","Adrian Griffin",32.78306,-96.80667,"NBA"
"501","Adrian Griffin",29.76328,-95.36327,"NBA"
"502","Adrian Griffin",41.85003,-87.65005,"NBA"
"503","Adrian Griffin",32.78306,-96.80667,"NBA"
"504","Adrian Griffin",41.85003,-87.65005,"NBA"
"505","Adrian Griffin",41.85003,-87.65005,"NBA"
"506","Adrian Griffin",47.60621,-122.33207,"NBA"
"515","Adrian Smith",36.6037,-88.5031,"Birth"
"516","Adrian Smith",36.6037,-88.5031,"High School"
"517","Adrian Smith",38.03036,-84.49938,"College"
"518","Adrian Smith",39.162,-84.45689,"NBA"
"519","Adrian Smith",37.77493,-122.41942,"NBA"
"520","Adrian Smith",36.84681,-76.28522,"NBA"
"534","Al-Farouq Aminu",33.8477,-84.2814,"Birth"
"535","Al-Farouq Aminu",33.9681,-84.2304,"High School"
"536","Al-Farouq Aminu",36.13347,-80.27727,"College"
"537","Al-Farouq Aminu",34.05223,-118.24368,"NBA"
"538","Al-Farouq Aminu",29.95465,-90.07507,"NBA"
"539","Al-Farouq Aminu",29.95465,-90.07507,"NBA"
"553","Al Attles",40.7211,-74.147,"Birth"
"554","Al Attles",40.7211,-74.147,"High School"
"555","Al Attles",36.07264,-79.79198,"College"
"556","Al Attles",39.95234,-75.16379,"NBA"
"557","Al Attles",37.77493,-122.41942,"NBA"
"572","Al Beard",32.5724,-83.8921,"Birth"
"573","Al Beard",32.5724,-83.8921,"High School"
"574","Al Beard",42.3505,-71.1072,"College"
"575","Al Beard",40.83399,-74.09709,"NBA"
"591","Al Bianchi",40.8424,-73.8556,"Birth"
"593","Al Bianchi",41.37589,-83.63966,"College"
"594","Al Bianchi",43.04812,-76.14742,"NBA"
"595","Al Bianchi",39.95234,-75.16379,"NBA"
"611","Al Brightman",33.7542,-118.2019,"High School"
"612","Al Brightman",32.98129,-80.0725,"College"
"613","Al Brightman",42.35843,-71.05977,"NBA"
"629","Al Butler",43.1493,-77.5081,"Birth"
"630","Al Butler",43.1493,-77.5081,"High School"
"631","Al Butler",43.13867,-79.03893,"College"
"632","Al Butler",42.35843,-71.05977,"NBA"
"633","Al Butler",40.71427,-74.00597,"NBA"
"634","Al Butler",39.29038,-76.61219,"NBA"
"648","Al Carlson",33.2004,-117.2907,"Birth"
"649","Al Carlson",33.7877,-117.9738,"High School"
"650","Al Carlson",44.04598,-123.07046,"College"
"651","Al Carlson",47.60621,-122.33207,"NBA"
"667","Al Cervi",42.9864,-78.7279,"Birth"
"668","Al Cervi",42.9864,-78.7279,"High School"
"670","Al Cervi",43.04812,-76.14742,"NBA"
"686","Al Cueto",40.2931,-90.0222,"Birth"
"687","Al Cueto",25.7541,-80.271,"High School"
"688","Al Cueto",36.15013,-95.94691,"College"
"689","Al Cueto",35.14953,-90.04898,"NBA"
"690","Al Cueto",35.14953,-90.04898,"NBA"
"705","Al Eberhard",41.9106,-91.7142,"Birth"
"706","Al Eberhard",42.0638,-91.4476,"High School"
"707","Al Eberhard",38.94587,-92.32768,"College"
"708","Al Eberhard",42.33143,-83.04575,"NBA"
"724","Al Ferrari",40.8424,-73.8556,"Birth"
"725","Al Ferrari",40.8424,-73.8556,"High School"
"726","Al Ferrari",42.84031,-84.47982,"College"
"727","Al Ferrari",38.62727,-90.19789,"NBA"
"728","Al Ferrari",38.62727,-90.19789,"NBA"
"729","Al Ferrari",41.85003,-87.65005,"NBA"
"743","Al Fleming",41.9288,-87.6315,"Birth"
"745","Al Fleming",32.23188,-110.95347,"College"
"746","Al Fleming",47.60621,-122.33207,"NBA"
"763","Al Guokas",39.9524,-75.1653,"High School"
"764","Al Guokas",41.70522,-86.23597,"College"
"765","Al Guokas",39.73915,-104.9847,"NBA"
"766","Al Guokas",39.95234,-75.16379,"NBA"
"782","Al Hairston",42.5973,-82.878,"High School"
"783","Al Hairston",41.37589,-83.63966,"College"
"784","Al Hairston",47.60621,-122.33207,"NBA"
"800","Al Harrington",40.7709,-74.2369,"Birth"
"801","Al Harrington",40.6728,-74.179,"High School"
"803","Al Harrington",39.76838,-86.15804,"NBA"
"804","Al Harrington",33.749,-84.38798,"NBA"
"805","Al Harrington",39.76838,-86.15804,"NBA"
"806","Al Harrington",37.80437,-122.2708,"NBA"
"807","Al Harrington",40.71427,-74.00597,"NBA"
"808","Al Harrington",39.73915,-104.9847,"NBA"
"809","Al Harrington",28.53834,-81.37924,"NBA"
"810","Al Harrington",38.89511,-77.03637,"NBA"
"820","Al Henry",35.185,-90.0936,"High School"
"821","Al Henry",43.07388,-89.41095,"College"
"822","Al Henry",39.95234,-75.16379,"NBA"
"838","Al Horford",19.8,-70.6833,"Birth"
"839","Al Horford",42.7512,-84.7691,"High School"
"840","Al Horford",28.0692,-82.43609,"College"
"841","Al Horford",33.749,-84.38798,"NBA"
"857","Al Jackson",41.4379,-81.5366,"Birth"
"858","Al Jackson",41.4379,-81.5366,"High School"
"859","Al Jackson",39.71867,-83.88048,"College"
"860","Al Jackson",39.162,-84.45689,"NBA"
"876","Al Jefferson",31.5692,-90.1097,"Birth"
"877","Al Jefferson",31.6145,-89.8271,"High School"
"879","Al Jefferson",42.35843,-71.05977,"NBA"
"880","Al Jefferson",44.97997,-93.26384,"NBA"
"881","Al Jefferson",40.76078,-111.89105,"NBA"
"882","Al Jefferson",35.22709,-80.84313,"NBA"
"897","Al Lucas",40.86121,-73.88597,"College"
"898","Al Lucas",42.35843,-71.05977,"NBA"
"915","Al Lujack",40.0306,-79.539,"High School"
"917","Al Lujack",38.89511,-77.03637,"NBA"
"935","Al Masino",42.92534,-78.85254,"College"
"936","Al Masino",43.0389,-87.90647,"NBA"
"937","Al Masino",43.15478,-77.61556,"NBA"
"938","Al Masino",43.04812,-76.14742,"NBA"
"954","Al Miksis",40.46421,-90.68374,"College"
"955","Al Miksis",42.49276,-92.34296,"NBA"
"973","Al Negratti",40.7426,-74.24737,"College"
"974","Al Negratti",38.89511,-77.03637,"NBA"
"992","Al Roges",40.69061,-73.99764,"College"
"993","Al Roges",39.29038,-76.61219,"NBA"
"994","Al Roges",39.29038,-76.61219,"NBA"
"995","Al Roges",41.1306,-85.12886,"NBA"
"1009","Al Salvadori",40.0582,-80.6362,"Birth"
"1010","Al Salvadori",40.0582,-80.6362,"High School"
"1011","Al Salvadori",33.7938,-79.0132,"College"
"1012","Al Salvadori",37.80437,-122.2708,"NBA"
"1028","Al Sanders",30.4386,-91.1703,"Birth"
"1029","Al Sanders",30.4386,-91.1703,"High School"
"1030","Al Sanders",29.93987,-90.11954,"College"
"1031","Al Sanders",36.84681,-76.28522,"NBA"
"1047","Al Skinner",40.9083,-73.8346,"Birth"
"1048","Al Skinner",40.6747,-73.6726,"High School"
"1049","Al Skinner",42.3895,-72.5281,"College"
"1050","Al Skinner",40.71427,-74.00597,"NBA"
"1051","Al Skinner",40.71427,-74.00597,"NBA"
"1052","Al Skinner",40.83399,-74.09709,"NBA"
"1053","Al Skinner",42.33143,-83.04575,"NBA"
"1054","Al Skinner",40.83399,-74.09709,"NBA"
"1055","Al Skinner",39.95234,-75.16379,"NBA"
"1066","Al Smith",40.6999,-89.5951,"Birth"
"1067","Al Smith",40.6999,-89.5951,"High School"
"1068","Al Smith",40.69809,-89.61704,"College"
"1069","Al Smith",39.73915,-104.9847,"NBA"
"1070","Al Smith",40.76078,-111.89105,"NBA"
"1085","Al Thornton",32.4355,-83.7267,"Birth"
"1086","Al Thornton",32.4355,-83.7267,"High School"
"1087","Al Thornton",28.0692,-82.43609,"College"
"1088","Al Thornton",34.05223,-118.24368,"NBA"
"1089","Al Thornton",38.89511,-77.03637,"NBA"
"1090","Al Thornton",38.89511,-77.03637,"NBA"
"1091","Al Thornton",37.80437,-122.2708,"NBA"
"1104","Al Tucker",39.833,-84.2177,"Birth"
"1105","Al Tucker",39.833,-84.2177,"High School"
"1106","Al Tucker",35.36093,-96.93477,"College"
"1107","Al Tucker",47.60621,-122.33207,"NBA"
"1108","Al Tucker",47.60621,-122.33207,"NBA"
"1109","Al Tucker",39.162,-84.45689,"NBA"
"1110","Al Tucker",41.85003,-87.65005,"NBA"
"1111","Al Tucker",39.29038,-76.61219,"NBA"
"1112","Al Tucker",39.29038,-76.61219,"NBA"
"1113","Al Tucker",25.77427,-80.19366,"NBA"
"1125","Al Williams",41.60134,-93.65214,"College"
"1126","Al Williams",38.25424,-85.75941,"NBA"
"1142","Al Wood",33.0161,-83.571,"Birth"
"1143","Al Wood",33.0161,-83.571,"High School"
"1144","Al Wood",36.00153,-78.94001,"College"
"1145","Al Wood",33.749,-84.38798,"NBA"
"1146","Al Wood",32.71533,-117.15726,"NBA"
"1147","Al Wood",47.60621,-122.33207,"NBA"
"1148","Al Wood",32.78306,-96.80667,"NBA"
"1161","Alaa Abdelnaby",30.0771,31.2859,"Birth"
"1162","Alaa Abdelnaby",40.8086,-74.1869,"High School"
"1163","Alaa Abdelnaby",36.00153,-78.94001,"College"
"1164","Alaa Abdelnaby",45.52345,-122.67621,"NBA"
"1165","Alaa Abdelnaby",43.0389,-87.90647,"NBA"
"1166","Alaa Abdelnaby",42.35843,-71.05977,"NBA"
"1167","Alaa Abdelnaby",38.58157,-121.4944,"NBA"
"1168","Alaa Abdelnaby",39.95234,-75.16379,"NBA"
"1180","Alan Anderson",45.0059,-93.4305,"Birth"
"1181","Alan Anderson",45.0059,-93.4305,"High School"
"1182","Alan Anderson",42.84031,-84.47982,"College"
"1183","Alan Anderson",35.22709,-80.84313,"NBA"
"1184","Alan Anderson",43.70011,-79.4163,"NBA"
"1185","Alan Anderson",40.71427,-74.00597,"NBA"
"1199","Alan Hardy",42.3679,-83.1386,"Birth"
"1200","Alan Hardy",42.3679,-83.1386,"High School"
"1201","Alan Hardy",42.84031,-84.47982,"College"
"1202","Alan Hardy",34.05223,-118.24368,"NBA"
"1203","Alan Hardy",42.33143,-83.04575,"NBA"
"1218","Alan Henderson",39.793,-86.2853,"Birth"
"1219","Alan Henderson",39.793,-86.2853,"High School"
"1220","Alan Henderson",40.41226,-86.93668,"College"
"1221","Alan Henderson",33.749,-84.38798,"NBA"
"1222","Alan Henderson",32.78306,-96.80667,"NBA"
"1223","Alan Henderson",41.4995,-81.69541,"NBA"
"1224","Alan Henderson",39.95234,-75.16379,"NBA"
"1237","Alan Ogg",39.6878,-82.6046,"Birth"
"1238","Alan Ogg",33.7061,-86.8238,"High School"
"1239","Alan Ogg",33.50483,-86.79999,"College"
"1240","Alan Ogg",25.77427,-80.19366,"NBA"
"1241","Alan Ogg",43.0389,-87.90647,"NBA"
"1242","Alan Ogg",38.89511,-77.03637,"NBA"
"1258","Alan Sawyer",34.02051,-118.28563,"College"
"1259","Alan Sawyer",38.89511,-77.03637,"NBA"
"1275","Alando Tucker",41.6045,-87.9956,"Birth"
"1276","Alando Tucker",41.6045,-87.9956,"High School"
"1277","Alando Tucker",43.07388,-89.41095,"College"
"1278","Alando Tucker",33.44838,-112.07404,"NBA"
"1279","Alando Tucker",44.97997,-93.26384,"NBA"
"1294","Albert King",40.8424,-73.8556,"Birth"
"1295","Albert King",40.8424,-73.8556,"High School"
"1296","Albert King",39.32898,-76.62057,"College"
"1297","Albert King",40.83399,-74.09709,"NBA"
"1298","Albert King",39.95234,-75.16379,"NBA"
"1299","Albert King",29.42412,-98.49363,"NBA"
"1300","Albert King",38.89511,-77.03637,"NBA"
"1313","Alec Burks",38.8758,-94.5259,"Birth"
"1314","Alec Burks",38.8758,-94.5259,"High School"
"1315","Alec Burks",40.00915,-105.26902,"College"
"1316","Alec Burks",40.76078,-111.89105,"NBA"
"1332","Alec Kessler",45.0059,-93.4305,"Birth"
"1333","Alec Kessler",34.056,-84.3795,"High School"
"1334","Alec Kessler",33.95206,-83.37394,"College"
"1335","Alec Kessler",25.77427,-80.19366,"NBA"
"1351","Aleksandar Djordjevic",45.9666,-111.1124,"Birth"
"1354","Aleksandar Djordjevic",45.52345,-122.67621,"NBA"
"1370","Aleksandar Radojevic",42.453,18.5312,"Birth"
"1372","Aleksandar Radojevic",38.40451,-98.73237,"College"
"1373","Aleksandar Radojevic",43.70011,-79.4163,"NBA"
"1374","Aleksandar Radojevic",40.76078,-111.89105,"NBA"
"1389","Alex Acker",33.8748,-118.2406,"Birth"
"1390","Alex Acker",34.102,-117.3868,"High School"
"1391","Alex Acker",34.04106,-118.70828,"College"
"1392","Alex Acker",42.33143,-83.04575,"NBA"
"1393","Alex Acker",42.33143,-83.04575,"NBA"
"1394","Alex Acker",34.05223,-118.24368,"NBA"
"1408","Alex Blackwell",40.004,-74.2258,"Birth"
"1409","Alex Blackwell",36.5894,-81.3364,"High School"
"1410","Alex Blackwell",40.27811,-74.00653,"College"
"1411","Alex Blackwell",34.05223,-118.24368,"NBA"
"1427","Alex Bradley",27.4138,-82.3698,"Birth"
"1428","Alex Bradley",40.2944,-73.9932,"High School"
"1429","Alex Bradley",40.03817,-75.34463,"College"
"1430","Alex Bradley",40.71427,-74.00597,"NBA"
"1446","Alex English",34.0988,-81.0612,"Birth"
"1447","Alex English",34.0988,-81.0612,"High School"
"1448","Alex English",33.7938,-79.0132,"College"
"1449","Alex English",43.0389,-87.90647,"NBA"
"1450","Alex English",39.76838,-86.15804,"NBA"
"1451","Alex English",39.76838,-86.15804,"NBA"
"1452","Alex English",39.73915,-104.9847,"NBA"
"1453","Alex English",32.78306,-96.80667,"NBA"
"1465","Alex Garcia",-20.7167,-47.8833,"Birth"
"1468","Alex Garcia",29.42412,-98.49363,"NBA"
"1469","Alex Garcia",29.95465,-90.07507,"NBA"
"1484","Alex Groza",40.1205,-80.7578,"Birth"
"1485","Alex Groza",40.1205,-80.7578,"High School"
"1486","Alex Groza",38.03036,-84.49938,"College"
"1487","Alex Groza",39.76838,-86.15804,"NBA"
"1503","Alex Hannum",34.0396,-118.2661,"Birth"
"1504","Alex Hannum",34.0396,-118.2661,"High School"
"1505","Alex Hannum",34.0218,-118.28664,"College"
"1506","Alex Hannum",43.04812,-76.14742,"NBA"
"1507","Alex Hannum",39.29038,-76.61219,"NBA"
"1508","Alex Hannum",43.15478,-77.61556,"NBA"
"1509","Alex Hannum",43.0389,-87.90647,"NBA"
"1510","Alex Hannum",38.62727,-90.19789,"NBA"
"1511","Alex Hannum",41.1306,-85.12886,"NBA"
"1512","Alex Hannum",38.62727,-90.19789,"NBA"
"1522","Alex Len",48.115,39.0913,"Birth"
"1524","Alex Len",39.32898,-76.62057,"College"
"1525","Alex Len",33.44838,-112.07404,"NBA"
"1541","Alex Scales",42.6929,-87.8043,"Birth"
"1542","Alex Scales",42.6929,-87.8043,"High School"
"1543","Alex Scales",44.04598,-123.07046,"College"
"1544","Alex Scales",29.42412,-98.49363,"NBA"
"1560","Alex Stivrins",40.8176,-96.7114,"Birth"
"1561","Alex Stivrins",40.8176,-96.7114,"High School"
"1562","Alex Stivrins",40.00915,-105.26902,"College"
"1563","Alex Stivrins",47.60621,-122.33207,"NBA"
"1564","Alex Stivrins",33.44838,-112.07404,"NBA"
"1565","Alex Stivrins",34.05223,-118.24368,"NBA"
"1566","Alex Stivrins",43.0389,-87.90647,"NBA"
"1567","Alex Stivrins",33.749,-84.38798,"NBA"
"1579","Alexander Johnson",31.5983,-84.2127,"Birth"
"1580","Alexander Johnson",31.5983,-84.2127,"High School"
"1581","Alexander Johnson",28.0692,-82.43609,"College"
"1582","Alexander Johnson",35.14953,-90.04898,"NBA"
"1583","Alexander Johnson",25.77427,-80.19366,"NBA"
"1598","Alexander Volkov",55,73.4,"Birth"
"1601","Alexander Volkov",33.749,-84.38798,"NBA"
"1602","Alexander Volkov",33.749,-84.38798,"NBA"
"1617","Alexey Shved",50.6107,36.5802,"Birth"
"1620","Alexey Shved",44.97997,-93.26384,"NBA"
"1636","Alexis Ajinca",46.7,5.05,"Birth"
"1639","Alexis Ajinca",35.22709,-80.84313,"NBA"
"1640","Alexis Ajinca",32.78306,-96.80667,"NBA"
"1641","Alexis Ajinca",43.70011,-79.4163,"NBA"
"1642","Alexis Ajinca",29.95465,-90.07507,"NBA"
"1655","Alfred McGuire",40.8424,-73.8556,"Birth"
"1656","Alfred McGuire",40.8424,-73.8556,"High School"
"1657","Alfred McGuire",45.58333,-94.39167,"College"
"1658","Alfred McGuire",40.71427,-74.00597,"NBA"
"1659","Alfred McGuire",39.29038,-76.61219,"NBA"
"1674","Alfredrick Hughes",41.9288,-87.6315,"Birth"
"1675","Alfredrick Hughes",41.9288,-87.6315,"High School"
"1676","Alfredrick Hughes",42.00059,-87.65811,"College"
"1677","Alfredrick Hughes",29.42412,-98.49363,"NBA"
"1693","Allan Bristow",37.4677,-77.59,"Birth"
"1694","Allan Bristow",37.4677,-77.59,"High School"
"1695","Allan Bristow",37.22923,-80.42397,"College"
"1696","Allan Bristow",39.95234,-75.16379,"NBA"
"1697","Allan Bristow",29.42412,-98.49363,"NBA"
"1698","Allan Bristow",29.42412,-98.49363,"NBA"
"1699","Allan Bristow",40.76078,-111.89105,"NBA"
"1700","Allan Bristow",32.78306,-96.80667,"NBA"
"1712","Allan Houston",38.0858,-85.8495,"Birth"
"1713","Allan Houston",38.0858,-85.8495,"High School"
"1714","Allan Houston",36.14811,-86.80305,"College"
"1715","Allan Houston",42.33143,-83.04575,"NBA"
"1716","Allan Houston",40.71427,-74.00597,"NBA"
"1731","Allan Ray",40.8424,-73.8556,"Birth"
"1732","Allan Ray",40.8424,-73.8556,"High School"
"1733","Allan Ray",40.03817,-75.34463,"College"
"1734","Allan Ray",42.35843,-71.05977,"NBA"
"1750","Allen Crabbe",34.0396,-118.2661,"Birth"
"1751","Allen Crabbe",34.0396,-118.2661,"High School"
"1752","Allen Crabbe",38.53232,-121.78855,"College"
"1753","Allen Crabbe",45.52345,-122.67621,"NBA"
"1769","Allen Iverson",37.0627,-76.4052,"Birth"
"1770","Allen Iverson",37.0627,-76.4052,"High School"
"1771","Allen Iverson",38.90727,-77.07258,"College"
"1772","Allen Iverson",39.95234,-75.16379,"NBA"
"1773","Allen Iverson",39.73915,-104.9847,"NBA"
"1774","Allen Iverson",42.33143,-83.04575,"NBA"
"1775","Allen Iverson",35.14953,-90.04898,"NBA"
"1776","Allen Iverson",39.95234,-75.16379,"NBA"
"1788","Allen Leavell",40.2369,-85.4679,"Birth"
"1789","Allen Leavell",40.2369,-85.4679,"High School"
"1790","Allen Leavell",35.49437,-97.53963,"College"
"1791","Allen Leavell",29.76328,-95.36327,"NBA"
"1807","Allen Murphy",33.4468,-86.7404,"Birth"
"1808","Allen Murphy",33.4468,-86.7404,"High School"
"1809","Allen Murphy",38.21507,-85.75913,"College"
